game_id,date,away_abbrev,home_abbrev,game_number,away_score,home_score,winner_abbrev,total_runs,status,fetched_at
2026-08-07_LAD_ARI_G1,2026-08-07,LAD,ARI,1,3,4,ARI,7,Final,2026-08-08T11:03:10.588028-04:00
2026-08-07_MIN_MIL_G1,2026-08-07,MIN,MIL,1,8,6,MIN,14,Final,2026-08-08T11:03:10.588028-04:00
2026-08-07_NYM_PIT_G1,2026-08-07,NYM,PIT,1,6,4,NYM,10,Final,2026-08-08T11:03:10.588028-04:00
2026-08-07_TBR_SEA_G1,2026-08-07,TBR,SEA,1,2,1,TBR,3,Final,2026-08-08T11:03:10.588028-04:00
2026-08-07_TOR_PHI_G1,2026-08-07,TOR,PHI,1,5,4,TOR,9,Final,2026-08-08T11:03:10.588028-04:00
2026-08-08_ATH_BOS_G1,2026-08-08,ATH,BOS,1,7,3,ATH,10,Final,2026-08-09T11:17:41.212396-04:00
2026-08-08_ATL_NYY_G1,2026-08-08,ATL,NYY,1,4,5,NYY,9,Final,2026-08-09T11:17:41.212396-04:00
2026-08-08_BAL_TEX_G1,2026-08-08,BAL,TEX,1,1,5,TEX,6,Final,2026-08-09T11:17:41.212396-04:00
2026-08-08_CHC_KCR_G1,2026-08-08,CHC,KCR,1,3,6,KCR,9,Final,2026-08-09T11:17:41.212396-04:00
2026-08-08_CIN_WSN_G1,2026-08-08,CIN,WSN,1,2,8,WSN,10,Final,2026-08-09T11:17:41.212396-04:00
2026-08-08_CLE_CHW_G1,2026-08-08,CLE,CHW,1,3,6,CHW,9,Final,2026-08-09T11:17:41.212396-04:00
2026-08-08_COL_STL_G1,2026-08-08,COL,STL,1,8,6,COL,14,Final,2026-08-09T11:17:41.212396-04:00
2026-08-08_DET_SFG_G1,2026-08-08,DET,SFG,1,8,0,DET,8,Final,2026-08-09T11:17:41.212396-04:00
2026-08-08_HOU_SDP_G1,2026-08-08,HOU,SDP,1,2,3,SDP,5,Final,2026-08-09T11:17:41.212396-04:00
2026-08-08_LAA_MIA_G1,2026-08-08,LAA,MIA,1,0,7,MIA,7,Final,2026-08-09T11:17:41.212396-04:00
2026-08-08_LAD_ARI_G1,2026-08-08,LAD,ARI,1,2,1,LAD,3,Final,2026-08-09T11:17:41.212396-04:00
2026-08-08_MIN_MIL_G1,2026-08-08,MIN,MIL,1,3,4,MIL,7,Final,2026-08-09T11:17:41.212396-04:00
2026-08-08_NYM_PIT_G1,2026-08-08,NYM,PIT,1,0,9,PIT,9,Final,2026-08-09T11:17:41.212396-04:00
2026-08-08_TBR_SEA_G1,2026-08-08,TBR,SEA,1,3,2,TBR,5,Final,2026-08-09T11:17:41.212396-04:00
2026-08-08_TOR_PHI_G1,2026-08-08,TOR,PHI,1,7,5,TOR,12,Final,2026-08-09T11:17:41.212396-04:00
